"Permit.Number","Permit.Type","Status","Date.Issued","Sub.Type","Property.Address","Valuation","APN","Contractor.s.Name","Contractor.s.Address","Work.Description"
"B2020-03712","Building Permit","Finaled","11/19/2020","Residential | Alteration | 0","1065 MILLER Ave,
BERKELEY, CA 94708","20000","063
297904300","G C BUILDERS INC","3230 SACRAMENTO ST, BERKELEY, CA, CA94702-2739","Replace six (6) windows and two (2) sets of French doors at front of building.  Fire zone 2"
"B2020-03713","Building Permit","Issued","11/4/2020","Residential | Alteration | 0","1940 NAPA Ave,
BERKELEY, CA 94707","0","061
256902700","ALL PRO REPIPE INC","2684 PACER LN, SAN JOSE, CA, CA95111-2010","Repipe house with pex, for two bathrooms, kitchen, laundry room and installing new Water Heater."
"B2020-03719","Building Permit","Finaled","11/5/2020","Residential | Alteration | 0","1299 ROSE St, BERKELEY, CA 94702","4031.00","059
229300400","RENEWAL BY ANDERSEN OF SAN FRA","30800 SANTANA STREET, HAYWARD, CA, CA94544","Remove & replace two (2) windows, same sizes & locations."
"B2020-03725","Building Permit","Finaled","11/23/2020","Residential | Alteration | 0","1192 KAINS Ave,
BERKELEY, CA 94706","0","060
241000300","SID SATTLER ELECTRIC SVC","484 LAKE PARK AVE STE 47, OAKLAND, CA, CA94610-2730","This application is to remove and replace the existing Federal Pacific sub panel from the closet to the adjacent bedroom wall."
"B2020-03728","Building Permit","Issued","11/16/2020","Residential | Alteration | 0","1604 DWIGHT Way,
BERKELEY, CA 94703","14000.00","054
180601900","AMERICAN VISION WINDOWS","2125 N MADERA RD STE A, SIMI VALLEY, CA, CA93065","Remove & replace twelve (12) windows, same sizes & locations."
"B2020-03736","Building Permit","Issued","11/4/2020","Residential | Alteration | 0","660 PERALTA Ave,
BERKELEY, CA 94707","37400","062
286801000","","","Install 4 GFI's and move light switch in kitchen. Adapt sink plumbing for dishwasher."
"B2020-03737","Building Permit","Issued","11/5/2020","Residential | Alteration | 0","1563 SAN LORENZO Ave, BERKELEY, CA 94707","13105","062
286902100","SIMPLY SOLAR INC","1740 CORPORATE CIR, PETALUMA, CA, CA94954","Reroof- 15 squares, GAF TPO Ultra 60mil. Tear off layers: 1."
"B2020-03738","Building Permit","Issued","11/30/2020","Residential | Alteration | 0","1563 SAN LORENZO Ave, BERKELEY, CA 94707","0","062
286902100","SIMPLY SOLAR INC","1740 CORPORATE CIR, PETALUMA, CA, CA94954","Residential PV solar, flush roof mount, grid tied with micro inverters, 6 panels, 2.04 kW."
"B2020-03747","Building Permit","Issued","11/16/2020","Residential | Alteration | 0","3050 HILLEGASS Ave,
BERKELEY, CA 94705","0","052
156001800","LUMENATI ELECTRIC","450 BUENA VISTA DR, PINOLE, CA, CA94564-1604","Relocation of sub panel New kitchen to be relocated (B2019-02764) with all new electrical wiring to receptacles, switches and light fixtures. Old kitchen to be converted to family room with new electrical wiring to receptacles, switches and light fixtures."
"B2020-03750","Building Permit","Finaled","11/9/2020","Residential | Alteration | 0","3028 DEAKIN St 4,
BERKELEY, CA 94705","0","052
158301300","","","Replace wall heater with new flue. Correct and replace existing vent above water heaters"
"B2020-03756","Building Permit","Issued","11/16/2020","Residential | Alteration | 1","1067 WOODSIDE Rd,
BERKELEY, CA 94708","70000","063
314001300","","","Kitchen and bathrooms remodel, like for like. Add recessed lighting in the kitchen, family room, sun room, and hallway. Replace windows like for like. Fire zone 2"
"B2020-03757","Building Permit","Issued","11/18/2020","Residential | Alteration | 0","932 HILLDALE Ave,
BERKELEY, CA 94708","7000","063
297102000","KARAJEN CONSTRUCTION","19051 CLEMENT DRIVE, CASTRO VALLEY, CA, CA94552","GARAGE DOOR ALTERATION - REMOVAL OF EXISTING CENTER POST AND ADDITION OF A NEW BEAM AT THE GARAGE DOOR OPENING AT THE EXISTING SINGLE FAMILY RESIDENCE. PROPERTY IN FIRE ZONE 2."
"B2020-03758","Building Permit","Finaled","11/5/2020","Residential | Alteration | 0","1535 BUENA Ave,
BERKELEY, CA 94703","0","059
228401200","PELICAN PLUMBERS","1881 ALCATRAZ AVENUE, BERKELEY, CA, CA94703","Replace discharge line for sump pump to the sidewalk."
"B2020-03761","Building Permit","Finaled","11/9/2020","Residential | Alteration | 0","2809 WALLACE St,
BERKELEY, CA 94702","6000","053
166302400","MIRCEA ILIE CONSTRUCTION INC","921 JEFFREY LN, WALNUT CREEK, CA, CA94598-2814","Voluntary seismic retrofit based on Plan Set A"
"B2020-03767","Building Permit","Issued","11/2/2020","Residential | Addition/Alteration
| 3","1947 CENTER St,
BERKELEY, CA 94704","2000","057
202200600","","","Testing issue with corrections notification incorrectly sent to applicant"
"B2020-03768","Building Permit","Issued","11/2/2020","Residential | Addition/Alteration
| 3","1947 CENTER St,
BERKELEY, CA 94704","2000","057
202200600","","","Testing issue with corrections notification incorrectly sent to applicant"
"B2020-03771","Building Permit","Finaled","11/14/2020","Residential | Alteration | 0","742 CRAGMONT Ave,
BERKELEY, CA 94708","10000","063
295901400","EAST BAY STRUCTURAL & TERMITE CO","BURTON, OAKLAND, CA, CA94608","Item 6C and 6D on-kind stucco dry rot repairs. Report # 201609  Fire zone 2"
"B2020-03773","Building Permit","Finaled","11/25/2020","Residential | Alteration | 0","2435 ROOSEVELT Ave,
BERKELEY, CA 94703","0","055
190602500","DARIUS KRAUS ELECTRIC","7341 CIRCLE HILL DR, OAKLAND, CA, CA94605-2619","200A panel upgrade for solar install."
"B2020-03779","Building Permit","Finaled","11/24/2020","Residential | Alteration | 0","1151 DELAWARE St,
BERKELEY, CA 94702","0","058
213002700","NORCAL HOME SYSTEMS","4085 NELSON AVE, CONCORD, CA, CA94520-8546","Install 2.68KW PV system of 8 modules with solar edge energy hub inverter and LG battery back-up."
"B2020-03791","Building Permit","Finaled","11/4/2020","Residential | Alteration | 0","1220 NEILSON St,
BERKELEY, CA 94706","8000.00","060
241200800","","","Plan Set A - Seismic Repair. Qualifies for Transfer Tax Rebate."
"B2020-03793 ","Building Permit ","Issued ","11/10/2020 ","Residential | Alteration | 0 ","2143 CEDAR St, BERKELEY, CA 94709","0 ","059 225901300","COMPLETE PROPERTY DEVELOPMENT","2625 ALCATRAZ AVE, BERKELEY, CA, CA94705-2702","200A panel upgrade "
"B2020-03798","Building Permit","Issued","11/16/2020","Mixed Use | Alteration | 0","2544 MCGEE Ave,
BERKELEY, CA 94703","12280","054
180500700","","","Remove Existing Tar & Gravel roof and install new Modified Bitumen Roof system, 16 squares"
"B2020-03804","Building Permit","Finaled","11/10/2020","Residential | Alteration | 0","88 PARNASSUS Rd,
BERKELEY, CA 94708","0","058
223201801","GUERRERO ELECTRIC INC","2127 6TH STREET, BERKELEY, CA, CA94710","200A panel upgrade."
"B2020-03813","Building Permit","Issued","11/25/2020","Residential | Alteration | 0","1325 WALNUT St,
BERKELEY, CA 94709","0","060
246609400","REGAL SOLAR ELECTRIC INC","5020 PACHECO BLVD, MARTINEZ, CA, CA94553-4327","Install 9.20 KW PV solar panels (23 modules) on the roof with one (1) Tesla Powerwall & 200 AMP main service panel upgrade. Fire Zone 2 Property."
"B2020-03825","Building Permit","Issued","11/9/2020","Residential | Alteration | 0","2821 SHASTA Rd,
BERKELEY, CA 94708","0","063
298503801","ALECO ELECTRIC","607 ELMIRA RD # 314, VACAVILLE, CA, CA95687-4655","200A main panel upgrade."
"B2020-03838","Building Permit","Issued","11/13/2020","Residential | Alteration | 0","890 KEELER Ave,
BERKELEY, CA 94708","0","063
296303301","","","Request inspection of electrical panel as installed in 1986 (see attached final electrical inspection sign- off dated Mar 1987--p. 12 of microfiche records).
PG&E requires new inspection before modifying ""temporary"" weather head connection installed in 1986."
"B2020-03841","Building Permit","Issued","11/16/2020","Residential | Alteration | 0","2747 COLLEGE Ave 2,
BERKELEY, CA 94705","500","053
169901800","","","Replace broken drain line from second floor bathroom sink. Tie pipe into
existing drain. Replace leaking line to sink feed line. Open wall approx 36"" x
12"" & close wall after inspection/approval from City. No alterations.
Like-for-like replacements"
"B2020-03842","Building Permit","Issued","11/13/2020","Residential | Alteration | 0","1225 CARRISON St,
BERKELEY, CA 94702","0","053
162701700","RIKETY VENTURES LLC","5729 SONOMA DR STE G, PLEASANTON, CA, CA94566-7782","Install 4.0 KW PV solar panels (10 modules) on the roof."
"B2020-03843","Building Permit","Issued","11/10/2020","Residential | Alteration | 0","1724 FRANCISCO St,
BERKELEY, CA 94703","21805","058
215903100","","","Remove existing roofing, install new 1/2"" OSB sheeting, #30 lb underlayment, 2x2 metal edge at perimeter, Owens Corning Duration Asphalt Shingles, new roof jacks & fascia gutters/downspouts, continuous ridge venting, and 8 O'Hagan vents."
"B2020-03845","Building Permit","Finaled","11/25/2020","Residential | Alteration | 0","2433 OREGON St,
BERKELEY, CA 94705","0","053
169201800","REGAL SOLAR ELECTRIC INC","5020 PACHECO BLVD, MARTINEZ, CA, CA94553-4327","Install 5.11 PV Solar panels (14 modules) on the roof."
"B2020-03852","Building Permit","Finaled","11/19/2020","Residential | Alteration | 0","1537 EUCLID Ave,
BERKELEY, CA 94708","0","058
224701301","ALBERT NAHMAN PLUMBING","3333 MARTIN LUTHER KING JR WAY, BERKELEY, CA, CA94703","Water service replacement to meter, using 1"" copper pipe type L, 1"" shut off ball valve, and 1"" PRV."
"B2020-03853","Building Permit","Issued","11/12/2020","Residential | Alteration | 0","1834 BERRYMAN St,
BERKELEY, CA 94703","18000","060
244700300","BAY AREA UNDERPINNING","5170 FULTON DR, FAIRFIELD, CA, CA94534-4221","Install nine (9) push piers to stabilize structure."
"B2020-03856","Building Permit","Issued","11/24/2020","Residential | Alteration | 0","2423 RUSSELL St 11,
BERKELEY, CA 94705","7138","053
169103600","CUSTOM EXTERIORS","2142 RHEEM DR #E, PLEASANTON, CA, CA94566","In-kind replacement of six (6) existing wood windows and one (1) front door."
"B2020-03860","Building Permit","Issued","11/16/2020","Residential | Alteration | 0","868 PERALTA Ave,
BERKELEY, CA 94707","0","062
287001300","TRANSFORM ELECTRICAL & LIGHTING","PO BOX 170, CONCORD, CA, CA94522","200A panel upgrade."
"B2020-03868","Building Permit","Issued","11/23/2020","Residential | Alteration | 0","397 VASSAR Ave,
BERKELEY, CA 94708","14739.07","062
294602900","TRANSFORM SR HOME IMPROVEMENT PRODUCTS LLC","PO BOX 522290, LONGWOOD, FL, FL32752-2290","1000 SQ.FT. VINYL SIDING INSTALL OVER EXISTING ON RIGHT WALL, INSIDE ATRIUM, OUTSIDE MASTER BEDROOM AND BACKWALL ONLY."
"B2020-03875","Building Permit","Issued","11/13/2020","Residential | Alteration | 0","1443 RUSSELL St,
BERKELEY, CA 94702","0","053
166902900","GARCIA AND SON ELECTRIC","2909 ELLIS ST, BERKELEY, CA, CA94703","200A Panel upgrade"
"B2020-03876","Building Permit","Finaled","11/19/2020","Commercial | Alteration | 0","1807 FOURTH St A, BERKELEY, CA 94710","0","057
209900101","RELIABLE ELECTRIC","2250 CENTRAL ST UNIT D, RICHMOND, CA, CA94801","Replace exisitng100-amp meter main with new 200- amp meter main, PG&E Recheck, add (2) new branch circuits to re-feed (2) existing 100-amp sub panels."
"B2020-03878","Building Permit","Issued","11/13/2020","Residential | Alteration | 0","825 PAGE St, BERKELEY, CA 94710","0","059
233701200","EHRET CO. PLUMBING & HEATING","887 71ST AVE, OAKLAND, CA, CA94621-
3328","200A main panel upgrade, (2) 100A sub panels and seismic shut off valve."
"B2020-03884","Building Permit","Issued","11/20/2020","Commercial | Alteration | 0","1095 UNIVERSITY Ave,
BERKELEY, CA 94710","108796","057
208800900","WATERPROOFING ASSOCIATES INC","975 TERRA BELLA AVE, MOUNTAIN VIEW, CA, CA94043-1827","Re-Roof: Install new Alpha Guard Coating Overlay on top of existing roof. 48 Squares, Class C material"
"B2020-03886","Building Permit","Issued","11/16/2020","Residential | Alteration | 0","2435 ROOSEVELT Ave,
BERKELEY, CA 94703","13700","055
190602500","LOVETT & LOVETT ROOFING INC","2525 E 10TH ST, OAKLAND, CA, CA94601-1414","Re-Roof: Remove existing roof system and install new modified bitumen roof system. 20 Squares"
"B2020-03888","Building Permit","Finaled","11/25/2020","Residential | Alteration | 0","2937 RUSSELL St,
BERKELEY, CA 94705","0","054
170209900","YOUR ENERGY SOLUTIONS","6979 SIERRA CT, DUBLIN, CA, CA94568-2641","Install 3.96 KW PV solar panels (11 modules) on the roof."
"B2020-03889","Building Permit","Issued","11/19/2020","Residential | Alteration | 0","1314 SIXTY-SEVENTH St,
BERKELEY, CA 94702","0","052
151702300","PELICAN PLUMBERS","1881 ALCATRAZ AVENUE, BERKELEY, CA, CA94703","Replacing all galvanized water lines from water main throughout house."
"B2020-03894","Building Permit","Issued","11/18/2020","Residential | Alteration | 0","1445 GRIZZLY PEAK Blvd, BERKELEY, CA 94708","0","060
249304600","GREENELECTRIC US","1700 SHATTUCK AVE STE 71, BERKELEY, CA, CA94709-3402","200A main panel upgrade"
"B2020-03903","Building Permit","Issued","11/23/2020","Commercial | Alteration | 1","1235 TENTH St, BERKELEY, CA 94710","0","060
235401403","BAY AREA COMFORT SOLUTIONS HVAC","1564A FITZGERALD DR # 335, PINOLE, CA, CA94564-2229","Install HVAC system, roof top units and duct work."
"B2020-03906","Building Permit","Finaled","11/18/2020","Residential | Alteration | 0","1863 SAN ANTONIO Ave, BERKELEY, CA 94707","49795","062
292303100","ALAMEDA STRUCTUAL INC.","1620 CLINTON AVE, ALAMEDA, CA, CA94501","Partial Foundation Replacement.  Foundation Underpinning.  Property in Fire Zone 2."
"B2020-03910","Building Permit","Finaled","11/10/2020","Residential | Alteration | 0","2829 REGENT St,
BERKELEY, CA 94705","0","053
169301900","","","T off of existing 3/4"" kitchen gas supply near footing. Extend 3/4"" gas supply with accessible shut-off valve under deck to future fire pit table location (approx 50 ft) Connect Gas supply to fire pit/table. Please comply with Fire Zone 2 requirements."
"B2020-03924","Building Permit","Finaled","11/16/2020","Residential | Alteration | 0","2607 BENVENUE Ave,
BERKELEY, CA 94704","0","055
184502900","JCL ELECTRIC INC","37 TIOGA AVE, SAN FRANCISCO, CA, CA94134-2240","200A main panel upgrade."
"B2020-03926","Building Permit","Finaled","11/23/2020","Residential | Alteration | 0","1772 LE ROY Ave, BERKELEY, CA 94709","0","058
219900200","PIPE SPY INC","PO BOX 5774, BERKELEY, CA, CA94705","Installing a sewer ejector pump."
"B2020-03929","Building Permit","Finaled","11/18/2020","Residential | Alteration | 0","1825 HOPKINS St,
BERKELEY, CA 94707","0","061
260600200","GUERRERO ELECTRIC INC","2127 6TH STREET, BERKELEY, CA, CA94710","Upgrade main service to 200amps"
"B2020-03934","Building Permit","Issued","11/18/2020","Residential | Alteration | 0","1404 BLAKE St, BERKELEY, CA 94702","0","054
179501800","GUERRERO ELECTRIC INC","2127 6TH STREET, BERKELEY, CA, CA94710","Upgrade main service electrical panel to 200amps and six (6) new cicuits."
"B2020-03946","Building Permit","Issued","11/25/2020","Residential | Alteration | 0","1514 ROSE St, BERKELEY, CA 94703","0","059
228500400","","","Inspect main electrical panel"
"B2020-03955","Building Permit","Issued","11/25/2020","Residential | Alteration | 0","1311 SANTA FE Ave, BERKELEY, CA 94702","5000","060
239208500","LIVING HOME CONSTRUCTION","355 GRAND AVE STE C, OAKLAND, CA, CA94610-4886","Replace in-kind existing cracked wall footings."
"B2020-03972","Building Permit","Finaled","11/19/2020","Residential | Alteration | 0","2232 BLAKE St, BERKELEY, CA 94704","0","055
182902600","AMERICAN AIR CONDITIONING CO","2799 MILLER ST, SAN LEANDRO, CA, CA94577","Run new low pressure gas line to new PG&E meter location for safety reasons. This is a 13 meter manifold and inspector is requiring all of the numbers on the permit. It is one building with 13 meters. Units are as follows: 1-12 (Apartments), (1) House"
"B2020-03979","Building Permit","Issued","11/20/2020","Residential | Alteration | 0","2411 JEFFERSON Ave,
BERKELEY, CA 94703","0","055
191003200","CITY ELECTRIC SERVICE INC","50 ROLPH PARK DR, CROCKETT, CA, CA94525-1424","200A main panel upgrade"
"B2020-03990 ","Building Permit ","Finaled ","11/19/2020 ","Residential | Alteration | 0 ","2203 LOS ANGELES Ave, BERKELEY, CA 94707","0 ","061 258803000","ALBERT NAHMAN PLUMBING","3333 MARTIN LUTHER KING JR WAY, BERKELEY, CA, CA94703","Interior tank less water heater install. "
"B2020-04000","Building Permit","Issued","11/23/2020","Residential | Alteration | 0","2407 TENTH St, BERKELEY, CA 94710","0","056
193202300","GLOVER FAMILY ELECTRIC INC","25613 DOLLAR ST STE 3, HAYWARD, CA, CA94544-2535","Change existing 2 meter 100 amp overhead service to 400 amp, same location, 3 meter service, 100 amp disconnect for main dwelling, 100 amp disconnect for 2nd dwelling and 200 amp disconnect for 3rd dwelling with 200 amp underground feeder to 3rd dwelling."
