Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2018-02805 ,Building Permit ,Issued ,5/21/2019,Commercial | Demolition | 1 ,"2580 BANCROFT Way, BERKELEY, CA 94704",735000,055 187701902,THE WEITZ COMPANY LLC,"420 WATSON POWELL JR WAY, DES MOINES, IA, IA50309","Demolition of Bancroft Center Building (16,737 sqft), Shoring & Excavation"
B2018-02806,Building Permit,Issued,5/21/2019,Commercial | Alteration | 1,"2580 BANCROFT Way,
BERKELEY, CA 94704",245000,"055
187701902",THE WEITZ COMPANY LLC,"420 WATSON POWELL JR WAY, DES MOINES, IA, IA50309","Partial demolition of historic structure (Fred Turner Building) (7,907sqft) shoring & Excavation."
B2018-02985,Building Permit,Issued,5/1/2019,Residential | Alteration | 0,"2035 BLAKE St, BERKELEY, CA 94704",0,"055
182200901",KNIGHT'S PUMPING & PORTABLE SERVICES INC,"1550 JAMES RD, BAKERSFIELD, CA, CA93308-9749",2 Temporary Power Poles 200 amp and 400 amp (See B2016-00895)
B2018-03002,Building Permit,Issued,5/1/2019,Residential | New | 4,"1767 TACOMA Ave,
BERKELEY, CA 94707",75000,"062
288600700",,,Build New 504 SF ADU in rear yard.
B2018-03003,Building Permit,Issued,5/16/2019,Residential | Demolition | 1,"1767 TACOMA Ave,
BERKELEY, CA 94707",3000,"062
288600700",,,Demo (E) 150 SF garage and carport for new ADU
B2018-03054,Building Permit,Issued,5/31/2019,Residential | Alteration | 4,"2200 M L KING JR Way, BERKELEY, CA 94704",30000,"057
201800400",,,Change of use from office building to a single-family residence with four bedrooms.
B2018-03389,Building Permit,Issued,5/7/2019,"Residential | Addition/Alteration
| 4","1570 NINTH St, BERKELEY, CA 94710",477000,"059
231201100",RYAN & CAMPBELL CONSTRUCTION,"2040 BERRYMAN ST, BERKELEY, CA, CA94709-1958",Residential remodel to add approx. 15' to rear of house (480 SF) and new second story addition (840 SF) addition.
B2018-03467,Building Permit,Issued,5/8/2019,Residential | Alteration | 4,"1338 HEARST Ave,
BERKELEY, CA 94702",175000,"057
207402000",CREATION 7 BUILDERS,"33 QUAIL CT STE 300, WALNUT CREEK, CA, CA94596-5588","Addition 431 Square Ft new addition, approx. remodeling existing kitchen and bathroom."
B2018-03476,Building Permit,Issued,5/7/2019,Residential | Alteration | 4,"1442 DELAWARE St,
BERKELEY, CA 94702",75000,"057
207600700",VALLEY HOME DEVELOPMENT INC,"1076 HORIZON DR STE 13, FAIRFIELD, CA, CA94533-8200",Construct new (300 SF) ADU in rear yard.
B2018-03492,Building Permit,Issued,5/8/2019,Residential | Alteration | 3,"2732 CLAREMONT Blvd,
BERKELEY, CA 94705",50000,"054
170202300",TRIMFIT CONSTRUCTION,"121 SCENIC CT, SAN BRUNO, CA, CA94066-4765",Convert Detached garage to ADU 313.54 sq ft.
B2018-03702,Building Permit,Issued,5/15/2019,Residential | Alteration | 4,"1612 SIXTY-THIRD St,
BERKELEY, CA 94703",40000,"052
152302000",GOLDEN STATE SEISMIC & STRUCTURAL INC,"426 BOULDER DR, ANTIOCH, CA, CA94509-6906",Voluntary strengthening of the walls at the lowest level of a four units building for the retrofit grant.
B2018-03773,Building Permit,Issued,5/21/2019,Residential | Alteration | 4,"1401 VIRGINIA St,
BERKELEY, CA 94702",100000,"058
214506400",,,1st floor remodel and add bedroom and bathroom within existing envelope of the bldg.
B2018-04029,Building Permit,Issued,5/16/2019,Commercial | Alteration | 4,"2996 TELEGRAPH Ave,
BERKELEY, CA 94705",150000,"052
157800602",TOWN & COUNTRY CONTRACTORS INC,"3206 LUYUNG DRIVE, RANCHO CORDOVA, CA, CA95742","Tenant Improvement for New Quick Service Restaurant A&W within existing building.
Associated Building Permit Number B2016-03323; Use Permit ZP2013-0031."
B2018-04200,Building Permit,Issued,5/29/2019,Commercial | Alteration | 4,"2161 ALLSTON Way,
BERKELEY, CA 94704",181394.42,"057
203100300",ERIC F ANDERSON INC,"1066 BEECHER ST, SAN LEANDRO, CA, CA94577",TI - of an existing retail space into a coffee shop with light cooking function and food to go. Rebuild storefront façade. New finishes throughout.
B2018-04231,Building Permit,Issued,5/15/2019,Residential | Alteration | 4,"28 PARNASSUS Rd,
BERKELEY, CA 94708",75350,"060
247603500",BUILD TECH CONSTRUCTION INC,"PO BOX 1131, LAFAYETTE, CA, CA94549","Construct new two-story elevated deck structure on rear (west) side of existing two-story residence.
Install two new 7'-0"" x 6'-8"" sliding glass doors in existing window openings at bedrooms 2 and 3. Must Comply with Fire Zone 2 Requirements."
B2018-04309,Building Permit,Issued,5/14/2019,Commercial | Alteration | 4,"2961 COLLEGE Ave,
BERKELEY, CA 94705",125000,"052
156706800",SUKOFF ALBERT,"466 40TH ST, OAKLAND, CA, CA94609",Tenant improvement to convert retail space to Realtor office
B2018-04585,Building Permit,Issued,5/17/2019,Residential | Alteration | 0,"2035 ESSEX St, BERKELEY, CA 94703",5500,"053
159300500",STRUCTURAL PROTECTION SERVICES,"2067 39TH AVE, OAKLAND, CA, CA94601-4261",Voluntary seismic Retrofit. Not for Transfer Tax and/or EBB.
B2018-04616,Building Permit,Issued,5/15/2019,Residential | New | 4,"2816 BENVENUE Ave,
BERKELEY, CA 94705",175000,"053
169403200",TWW ASSOCIATES,"128 H LANE, NOVATO, CA, CA94945","Construction of a new secondary dwelling unit. AUP obtained March 20, 2017"
B2018-04781 ,Building Permit ,Issued ,5/21/2019,Residential | Demolition | 1 ,"1112 WALNUT St,
BERKELEY, CA 94707 ",9000,"061
256100400 ",HOUK CONSTRUCTION ,"3017 E 7TH ST # A, OAKLAND, CA, CA94601-2836 ",Demolish 300 SqFt attached two-car garage. Replace stucco where garage meets house. Fire Zone 2 Property.
B2018-04897,Building Permit,Issued,5/2/2019,"Residential | Addition/Alteration
| 4","485 VINCENTE Ave,
BERKELEY, CA 94707",370000,"062
290704901",LAWRENCE CONSTRUCTION INC,"1 HARBOUR WAY SOUTH, RICHMOND, CA, CA94804","Remodel existing house, with 1,562 sq ft second floor addition and three added bedrooms. Must Comply with Fire Zone 2 Requirements."
B2018-04945,Building Permit,Issued,5/23/2019,Residential | Addition | 1,"1543 BEVERLY Pl,
BERKELEY, CA 94706",50000,"061
262902200",,,Add 54 Sq Ft to an existing first floor bedroom.
B2018-04959,Building Permit,Issued,5/6/2019,Commercial | Alteration | 1,"2530 SHATTUCK Ave,
BERKELEY, CA 94704",15000,"055
182200600",YOUNG KIM BUILDERS INC,"200 VISTA GRANDE AVE, DALY CITY, CA, CA94014-3835",Install (n) interior handicap ramp
B2018-04965,Building Permit,Issued,5/6/2019,"Residential | Addition/Alteration
| 1","1462 CAMPUS Dr,
BERKELEY, CA 94708",46600,"060
247801900",CANO EIXO CONSTRUCTION,"375 HOLLADAY COURT, LIVERMORE, CA, CA94551","Add 80 SqFt to an existing basement bedroom. Relocate partition walls, remodel & reconfigure master bathroom. Fire Zone 2 Property."
B2018-04990,Building Permit,Issued,5/15/2019,Residential | New | 4,"2828 WOOLSEY St,
BERKELEY, CA 94705",220000,"052
156313700",KASTEN BUILDERS,"3419 REGATTA BLVD, RICHMOND, CA, CA94804","New ADU, rebuild existing garage, new deck"
B2018-05069,Building Permit,Issued,5/28/2019,Commercial | Alteration | 4,"1815 Highland Pl, Berkeley, Ca 94704",250000,"058
220300605",,,"Landscape renovations to include; removal and replacement of (E) retaining wall, replacement of pathways as needed, install new lighting. Must Comply with Fire Zone 2 Requirements."
B2018-05106,Building Permit,Issued,5/1/2019,"Residential | Addition/Alteration
| 4","1631 FAIRVIEW St,
BERKELEY, CA 94703",125000,"052
154301000",SAN FRANCISCO DEVELOPERS INC,"PO BOX 40668, SAN FRANCISCO, CA, CA94140","Residential remodel of (2) units, foundation replacement. Convert (E) storage area
to (336 SF) of habitable space. New electrical, plumbing."
B2018-05109,Building Permit,Issued,5/13/2019,Commercial | Alteration | 4,"1497 ALCATRAZ Ave,
BERKELEY, CA 94702",186075,"052
151902800",ROSSI BUILDERS INC,"3127A MISSION ST, SAN FRANCISCO, CA, CA94110","Tenant Improvement to Adult Day Care Clinic.. (n) nursing station, divide exam rooms into (2) spaces."
B2018-05111,Building Permit,Issued,5/8/2019,Residential | Demolition | 1,"2732 CLAREMONT Blvd,
BERKELEY, CA 94705",2500,"054
170202300",,,Demolish detached garage. See B2018-03492 for Accessory Dwelling Unit application).
B2018-05115,Building Permit,Issued,5/15/2019,"Residential | Addition/Alteration
| 4","3124 LEWISTON Ave,
BERKELEY, CA 94705",60000,"052
156307100",DAVID GRUBB CONSTRUCTION INC,"2808 WEBSTER ST, BERKELEY, CA, CA94705",Convert existing 384 sq. ft. accessory building to Accessory Dwelling Unit with 65 sq. ft. addition.
B2019-00022,Building Permit,Issued,5/30/2019,Residential | Alteration | 1,"952 HILLDALE Ave,
BERKELEY, CA 94708",75495,"063
297102700",MONTCLAIR CONSTRUCTION & STRUC,"3871 PIEDMONT AVE, PIEDMONT, CA, CA94611",Foundation underpinning and Remove & Replace deck. Must Comply with Fire Zone 2 Requirements.
B2019-00100,Building Permit,Issued,5/21/2019,Commercial | Alteration | 4,"804 HEINZ Ave, BERKELEY, CA 94710",750000,"053
164401403",,,TI - to include interior improvements to offices and R&D laboratories.
B2019-00143,Building Permit,Issued,5/1/2019,Commercial | Alteration | 1,"804 HEINZ Ave, BERKELEY, CA 94710",196000,"053
164401403",NORTH AMERICAN POWER & CONTROLS INC,"PO BOX 97, BENICIA, CA, CA94510",Generator Replacement on exterior with concrete pad
B2019-00184,Building Permit,Issued,5/7/2019,Commercial | Alteration | 1,"801 DELAWARE St,
BERKELEY, CA 94710",8400,"057
209803000",SIGN DESIGNS INC,"PO BOX 4590, MODESTO, CA, CA95352-4590",Install two (2) Pan Channel Letter display & two (2) flag mounted banners
B2019-00233,Building Permit,Issued,5/2/2019,Commercial | Alteration | 1,"800 DWIGHT Way B60, BERKELEY, CA 94710",0,"054
177300304",METROPOLITAN ELECTRICAL CONSTR,"2400 3RD ST, SAN FRANCISCO, CA, CA94107-3111","New electrical panel installation from (E) switchgear, total of (4) panels including conduit and wire."
B2019-00322,Building Permit,Issued,5/7/2019,Residential | Alteration | 1,"1825 DELAWARE St,
BERKELEY, CA 94703",20000,"058
216801100",,,"Remodel (E) kitchen and bath, update electrical new furnace in crawl space, new tank less water heater, replace windows in kind. dry rot repair. Repairs per NOV"
B2019-00394,Building Permit,Issued,5/14/2019,Commercial | Alteration | 4,"1881 SOLANO Ave,
BERKELEY, CA 94707",55000,"061
260203800",,,"Move three existing bathrooms, add one & replace one walk-in refrigerator, add platform in rear of storage and janitorial / matt washing with grease trap."
B2019-00403,Building Permit,Issued,5/21/2019,Commercial | Alteration | 4,"2138 CEDAR St,
BERKELEY, CA 94709",50000,"058
217900100",,,Reconfigure commercial kitchen and move/update restroom for ADA compliance
B2019-00422,Building Permit,Issued,5/28/2019,Residential | Alteration | 0,"1711 TENTH St, BERKELEY, CA 94710",10000,"058
212702700",KEENE BUILDERS INC,"2215 5TH ST, BERKELEY, CA, CA94710-
2216",Replace existing porch and extend horizontally to 15 ft wide. Reposition stairs to porch.
B2019-00490,Building Permit,Issued,5/21/2019,Commercial | New | 6,"800 DWIGHT Way,
BERKELEY, CA 94710",2500000,"054
177300304",,,"Construction of overhead utility support structure from Bayer Way to Carleton Street, as well as site improvements to accommodate footings."
B2019-00511,Building Permit,Issued,5/24/2019,Commercial | Alteration | 4,"2020 ADDISON St,
BERKELEY, CA 94704",303105,"057
202302103",HOLLAND & HARLEY CONSTRUCTION,"702 F HARRISON ST., BERKELEY, CA, CA94710","Commercial T.I.; interior remodel including upgrades to concessions area and food service equipment, finish upgrades to ticket counter and lobby, small amount of additional lighting. No exterior modifications."
B2019-00620,Building Permit,Issued,5/1/2019,Residential | Alteration | 4,"2620 HILLEGASS Ave,
BERKELEY, CA 94704",75000,"055
184100900",KAMI CONSTRUCTION,"731 SANTA BARBARA RD, BERKELEY, CA, CA94707",South exterior wall repairs & window replacement
B2019-00707,Building Permit,Finaled,5/1/2019,Residential | Demolition | 1,"2944 SHASTA Rd,
BERKELEY, CA 94708",2000,"063
299301700",,,Demo Garage to slab - due to damage by tree. Comply with Fire Zone Two requirements.
B2019-00810,Building Permit,Issued,5/2/2019,Residential | Alteration | 1,"2236 ROOSEVELT Ave,
BERKELEY, CA 94703",7500,"056
200901500",,,"Per housing Reports H2018-00400 Dated Dec. 27, 2018 Items 13,15,23 & 36 replace electrical outlets in kitchen, replace water heater, replace window at west bedroom, replace GFCI in laundry room and upgrade electrical panel. H2018-00433 Dated Dec. 27, 2018 Items 6, 8, 9, 13, 19, 22, 26 & 27, replace room heater in living room, replace water heater, replace GFCI receptacles in bathroom, replace room heater in dining room, repair staircase, add electrical to storage room, upgrade electrical panel."
B2019-00838,Building Permit,Issued,5/3/2019,Residential | Alteration | 4,"1406 FAIRVIEW St,
BERKELEY, CA 94702",165000,"052
153701600",URBAN ESTATES,"905 1/2 60TH AVENUE, OAKLAND, CA, CA94608","Convert first floor flat into an 800sqft ADU. Improve one 1/2 stories above, including addition of one bathroom. Remodel one kitchen and relocate half bath. Add 243sqft rear deck (less than 14' above ground)"
B2019-00844,Building Permit,Issued,5/14/2019,Residential | Alteration | 4,"2519 RIDGE Rd,
BERKELEY, CA 94709",208000,"058
219900900",,,Voluntary Seismic Upgrade. Must Comply with Fire Zone 2 Requirements.
B2019-00869,Building Permit,Issued,5/15/2019,Residential | Alteration | 1,"1461 VIRGINIA St,
BERKELEY, CA 94702",45000,"058
214505600",DUVAL CONSTRUCTION INC,"8642 TERRACE DR, EL CERRITO, CA, CA94530",Remove and replace beams and steel columns in garage. Seismic upgrade in garage and crawl space for Transfer Tax Rebate.
B2019-00881,Building Permit,Issued,5/15/2019,Residential | Alteration | 1,"1482 UNIVERSITY Ave,
BERKELEY, CA 94702",12000,"056
199602601",D L CAMERON CONSTRUCTION INC,"1144 GLENCOURT DR, OAKLAND, CA, CA94611-1405",Per housing report 15-00000052 Dated 06/01/15; Bring (E) staircase built without permits up to current code.
B2019-00893,Building Permit,Issued,5/15/2019,"Residential | Addition/Alteration
| 4","1301 KAINS Ave,
BERKELEY, CA 94702",136000,"060
240300100",MCDERMOTT JASON CONSTRUCTION,"1516 SCENIC AVE, RICHMOND, CA, CA94805","Addition at grade for a new master suite. Remodel of adjacent family room and laundry room.
Remodel of Kitchen with small addition 330 sq ft."
B2019-00952,Building Permit,Issued,5/14/2019,Residential | Demolition | 1,"2128 ACTON St,
BERKELEY, CA 94702",6800,"056
199401700",,,Demo (E) accessory structure for new accessory structure.
B2019-00953,Building Permit,Issued,5/14/2019,Residential | New | 1,"2128 ACTON St,
BERKELEY, CA 94702",34306,"056
199401700",,,"Rebuild new accessory structure, and add sump pump."
B2019-00978,Building Permit,Issued,5/30/2019,Residential | New | 4,"3034 ACTON St,
BERKELEY, CA 94702",100000,"053
162500600",,,Build 416 Sq Ft ADU
B2019-00995 ,Building Permit ,Issued ,5/21/2019,Residential | Alteration | 1 ,"488 SPRUCE St, BERKELEY, CA 94708",90000,062 294501800,BAY AREA UNDERPINNING,"5170 FULTON DR, FAIRFIELD, CA, CA94534-4221","Install 37 push piers, 14 drilled piers and remove and replace section of foundation. Must Comply with Fire Zone 2 Requirements."
B2019-01014,Building Permit,Issued,5/2/2019,Residential | Alteration | 0,"2815 STANTON St,
BERKELEY, CA 94702",0,"053
166902300",LUMINALT ENERGY CORPORATION,"1320 POTRERO AVE, SAN FRANCISCO, CA, CA94110",Install 10 KW Tesla Battery Energy Storage System (two batteries) with a new 200AMP Subpanel.
B2019-01064,Building Permit,Issued,5/1/2019,Residential | Alteration | 1,"2709 CLAREMONT Blvd,
BERKELEY, CA 94705",70000,"054
170206200",CALIFORNIA AESTHETICS,"31 VISTA DEL ORINDA, ORINDA, CA, CA94563-2042",Kitchen and master bathroom remodel
B2019-01077,Building Permit,Issued,5/7/2019,Residential | Alteration | 1,"1309 CAMPUS Dr,
BERKELEY, CA 94708",72000,"060
248205701",LORICK AND MARTINEZ DESIGN BUILD INC,"5052 WOODMINSTER LN. OAK, OAKLAND, CA, CA94602",New retaining wall. Must Comply with Fire Zone 2 Requirements.
B2019-01099,Building Permit,Issued,5/3/2019,Residential | Alteration | 1,"1741 BLAKE St, BERKELEY, CA 94703",15000,"054
180700600",,,Permitting of existing hot tub; associated electrical service; deck accessing hot tub; lighting and outlets serving accessory structure and yard. Reference Code Enforcement Case dated 06/27/2018.
B2019-01143,Building Permit,Issued,5/28/2019,Residential | Alteration | 1,"1035 ALLSTON Way,
BERKELEY, CA 94710",60000,"056
197701400",,,"Interior remodel, kitchen, bath M_E_P (2) windows
(N) tankless water heater on exterior. (N) wall heater."
B2019-01159,Building Permit,Issued,5/24/2019,Residential | Alteration | 1,"1925 HOPKINS St,
BERKELEY, CA 94707",30000,"061
256900900",A M GREEN CONSTRUCTION,"2721 SHATTUCK AVE # 225, BERKELEY, CA, CA94705-1008","Kitchen remodel, remove wall between kitchen and dining room, add beam. Must Comply with Fire Zone 2 Requirements."
B2019-01172,Building Permit,Issued,5/16/2019,Commercial | Alteration | 1,"2344 TELEGRAPH Ave,
BERKELEY, CA 94704",4000,"055
187800300",C & J CONTRACTING INC,"331 COMMERCIAL ST, SAN JOSE, CA, CA95112-4404","Interior demolition: Demolish non-load bearing interior walls, soffit, casework, fixtures and remaining equipment."
B2019-01177,Building Permit,Issued,5/29/2019,Residential | New | 4,"1466 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",0,"060
248901700",DIG COOPERATIVE INC,"5410 DOVER ST, OAKLAND, CA, CA94609",Grey-water plumbing to 3-way Valves and NSF350 Aqualoop filtration System. Plumbing filtered supply to toilets and irrigation. Fire Zone 2 must comply with WUII requirements.
B2019-01194,Building Permit,Issued,5/28/2019,Residential | Alteration | 1,"1075 PARK HILLS Rd, BERKELEY, CA 94708",50000,"063
314005100",MARIO SANTILLI CONSTRUCTION,"1940 UNION ST STE 2, OAKLAND, CA, CA94607",Voluntary seismic upgrade not for transfer tax rebate. Must Comply with Fire Zone 2 Requirements.
B2019-01213,Building Permit,Issued,5/28/2019,Residential | Alteration | 4,"656 VINCENTE Ave,
BERKELEY, CA 94707",40000,"062
289103600",,,"Foundation Replacement; resurface and waterproof deck; basement storage not in set back.
Unconditioned Space. Excavation remodeling. Replace Basement Stairs. Must Comply with Fire Zone 2 Requirements."
B2019-01215,Building Permit,Issued,5/1/2019,Residential | Alteration | 0,"2813 SHATTUCK Ave,
BERKELEY, CA 94705",40000,"053
168502300",,,"Repair interiors of apartments 9, 10, and 20 after fire damage and dry rot. Repair lower kitchen walls of apartment unit 7 and 8."
B2019-01232,Building Permit,Issued,5/13/2019,Residential | Alteration | 1,"2521 REGENT St,
BERKELEY, CA 94704",85000,"055
184202600",BRACELIN COMPANY,"3513 WREN AVE, CONCORD, CA, CA94519-1736","Remodel kitchen in apartments 1,2,9,15 & 22. Remove and replace wall furnace. Provide new lighting at kitchens."
B2019-01243,Building Permit,Issued,5/3/2019,Residential | Alteration | 1,"1150 ARCH St, BERKELEY, CA 94708",13600,"061
255600900",,,New Deck. Must Comply with Fire Zone 2 Requirements.
