Permit.Number,Permit.Type,Status,Date.Issued,Sub.Type,Property.Address,Valuation,APN,Contractor.s.Name,Contractor.s.Address,Work.Description
B2019-00832,Building Permit,Finaled,2/26/2019,Residential | Alteration | 0,"2201 GLEN Ave,
BERKELEY, CA 94709",0,"060
246401700",,,REINSTALL METER TO HOUSE
B2019-00834,Building Permit,Issued,2/26/2019,Residential | Alteration | 0,"1305 ASHBY Ave,
BERKELEY, CA 94702",0,"053
162302200",,,Replace 30 gal water heater
B2019-00835,Building Permit,Finaled,2/26/2019,Residential | Alteration | 0,"2817 WALLACE St,
BERKELEY, CA 94702",0,"053
166302100",,,Remove & replace piping or gas line
B2019-00836,Building Permit,Issued,2/26/2019,Residential | Alteration | 0,"786 VINCENTE Ave,
BERKELEY, CA 94707",0,"062
288201900",,,Furnace replacement & ducting
B2019-00846,Building Permit,Issued,2/27/2019,Residential | Alteration | 0,"1541 JOSEPHINE St,
BERKELEY, CA 94703",0,"059
227102500",,,Whole house re-wire. Upgrade from knob & tube to romex.
B2019-00849,Building Permit,Issued,2/27/2019,Residential | Alteration | 0,"24 VICENTE Rd,
BERKELEY, CA 94705",0,"064
423101200",NORMAN BARAHONA ELECTRICAL SERVICES,"1469 13TH ST, OAKLAND, CA, CA94607",Electrical panel upgrade
B2019-00850,Building Permit,Issued,2/27/2019,Residential | Alteration | 0,,20000,"057
201300800",BUILTWELL CONSTRUCTION,"249 W JACKSON ST # 209, HAYWARD, CA, CA94544-1811",Interior kitchen & bath remodel. New recessed lighting & plumbing lines to (E) washer.
B2019-00851,Building Permit,Issued,2/27/2019,Residential | Alteration | 0,"1016 OVERLOOK Rd,
BERKELEY, CA 94708",0,"063
314008200",TRITON GROUP,"20 BRUNELL PL, OAKLAND, CA, CA94602-4161",Furnace replacement and installation of new air conditioning unit.
B2019-00852,Building Permit,Finaled,2/27/2019,Residential | Alteration | 0,"1035 CARLETON St,
BERKELEY, CA 94710",2000,"054
176300800",WESTCO ROOFING CO,"2700 E 7TH STREET, OAKLAND, CA, CA94601",New permit to obtain final inspection for B2015- 00812 (roofing assembly installation).
B2019-00853,Building Permit,Issued,2/27/2019,Residential | Alteration | 0,"1080 EUCLID Ave,
BERKELEY, CA 94708",2000,"061
255500103",WESTCO ROOFING CO,"2700 E 7TH STREET, OAKLAND, CA, CA94601",New permit to obtain final inspection for B2014- 04225 (roofing assembly installation).
B2019-00854,Building Permit,Finaled,2/27/2019,Residential | Alteration | 0,"2313 SIXTH St, BERKELEY, CA 94710",2000,"056
194102203",WESTCO ROOFING CO,"2700 E 7TH STREET, OAKLAND, CA, CA94601",New permit for final inspection on B2015-02829 (roofing assembly installation).
B2019-00855,Building Permit,Finaled,2/27/2019,Residential | Alteration | 0,"1216 CURTIS St,
BERKELEY, CA 94706",2000,"060
241100603",WESTCO ROOFING CO,"2700 E 7TH STREET, OAKLAND, CA, CA94601",New permit to obtain final inspection for B2015- 01463 (roofing assembly installation).
B2019-00864,Building Permit,Issued,2/27/2019,Residential | Alteration | 0,"2014 DELAWARE St,
BERKELEY, CA 94709",13000,"057
205002300",,,Engineered seismic retrofit of sub-structural area For Seismic Transfer Tax Reduction
B2019-00874,Building Permit,Issued,2/28/2019,Residential | Alteration | 0,"6525 DOVER St,
BERKELEY, CA 94609",0,"052
152900400",,,Upgrading main service to 200 amps -replacing current Federal Pacific Electric Panel.
B2019-00877,Building Permit,Finaled,2/28/2019,Residential | Alteration | 0,"1631 BERKELEY Way,
BERKELEY, CA 94703",0,"057
206900700",ALBERT NAHMAN PLUMBING,"3333 M. L. KING JR. WAY, BERKELEY, CA, CA94703",Replace (e) water meter and piping
B2019-00878,Building Permit,Issued,2/28/2019,Residential | Alteration | 0,"1617 SIXTH St, BERKELEY, CA 94710",4000,"058
212002301",,,"Per Housing Report H2018-00390, Dated Dec 17, 2018. Item #s 10, 13, 34, 35 & 36. Remove unpermitted conversion in garage & return back to the original state. Remove unpermitted laundry & cap all laundry connections. Replace entry stair post."
B2019-00880,Building Permit,Issued,2/28/2019,Residential | Alteration | 0,"1112 HILLVIEW Rd,
BERKELEY, CA 94708",0,"063
315002200",SYSTEM INNOVATION,"363 S 50TH ST, RICHMOND, CA, CA94804-3429","EV charger located in garage. 60 amp tesla wall connector (inverter), 60 amp breaker in 125 amp main panel"
B2019-00883,Building Permit,Finaled,2/28/2019,Residential | Alteration | 0,"1608 BANCROFT Way,
BERKELEY, CA 94703",12000,"055
191200501","COSMIC RENOVATION & ROOFING, INC","1808 ELKWOOD DR, CONCORD, CA, CA94519-1122",Re-Roof; Tear off (E) comp shingle roof and install new cool roof system comp shingle.
B2019-00885,Building Permit,Issued,2/28/2019,Residential | Alteration | 0,"1615 BEVERLY Pl,
BERKELEY, CA 94707",10000,"061
260604400",,,"Plan Set A ""for transfer tax rebate"" Install UFPS, Plywood and Clips."
B2019-00886,Building Permit,Issued,2/28/2019,Residential | Alteration | 0,"1251 CORNELL Ave,
BERKELEY, CA 94706",8500,"060
240802100",,,"Plan Set A ""for transfer tax Rebate"" Install UFPs, Plywood, Floor clips."
B2019-00887,Building Permit,Issued,2/28/2019,Residential | Alteration | 0,"1406 FAIRVIEW St,
BERKELEY, CA 94702",33500,"052
153701600",,,"Termite Repair per Report #473778, Dated Dec 13, 2018. Item #s 1A, 1B, 1C, 1D, 1E, 1F, 1G, 1H, &
2A."
B2019-00888,Building Permit,Issued,2/28/2019,Residential | Alteration | 0,"1105 PARKER St,
BERKELEY, CA 94702",0,"054
178401500",K M K CONTRACTING,"6550 COLLIER CANYON RD, LIVERMORE, CA, CA94551-9133","Run wiring for 2 exterior, 4 interior lights. 5 receptacles and 2 switches, an exterior J-box on exterior of 120sf max shed only."
B2016-05919,Building Permit,Issued,3/25/2019,Residential | Alteration | 4,"1034 CHANNING Way,
BERKELEY, CA 94710",225000,"056
193200200",,,"Partial voluntary seismic reinforcement; partial replacement of footings and slab on grade, reconstruct existing rear deck...scope of work to include raise lower floor, (n) foundation, deck & stairs."
B2017-01303,Building Permit,Issued,3/4/2019,Residential | Alteration | 1,"767 HILLDALE Ave,
BERKELEY, CA 94708",25000,"063
296306301",NORTH BERKELEY DESIGN & CONSTRUCTION INC,"2026 FRANCISCO ST, BERKELEY, CA, CA94709-2126",Install an roof top deck on top of single family dwelling accessed by exterior spiral stairway. Must Comply With Fire Zone 2 Requirements.
B2017-03526,Building Permit,Issued,3/21/2019,Residential | Alteration | 3,"2031 PRINCE ST,
BERKELEY, CA 94703",3000,"053
159400300",,,"Revision to add structural changes to south and east wall. Valuation increased from $300,000 to
$303,000. For B2014-02947. The reason this is under new permit is that ACCELA would not allow a REVISION to be created under B2014 permit. DL2"
B2018-00015,Building Permit,Issued,3/11/2019,Residential | New | 4,"803 FOLGER Ave 1,
BERKELEY, CA 94710",393837.24,"053
163502100",WA DESIGN INC,"805 FOLGER AVE, BERKELEY, CA, CA94710",New (2989 SF) live work unit to be 809 Folger Avenue. (Building A)
B2018-00016,Building Permit,Issued,3/11/2019,Mixed Use | New | 4,"803 FOLGER Ave 1,
BERKELEY, CA 94710",411518.1,"053
163502100",WA DESIGN INC,"805 FOLGER AVE, BERKELEY, CA, CA94710",New (2890 SF) live work space to be 811 Folger Ave. (Building B)
B2018-00017,Building Permit,Issued,3/11/2019,Mixed Use | New | 4,"803 FOLGER Ave 1,
BERKELEY, CA 94710",431265.87,"053
163502100",WA DESIGN INC,"805 FOLGER AVE, BERKELEY, CA, CA94710",New (2989 SF) live work space to be 813 Folger Avenue. (Building C)
B2018-00018,Building Permit,Issued,3/11/2019,Mixed Use | New | 4,"803 FOLGER Ave 1,
BERKELEY, CA 94710",389049.71,"053
163502100",WA DESIGN INC,"805 FOLGER AVE, BERKELEY, CA, CA94710",New (2998 SF) live work space to be 815 Folger Avenue. (Building D)
B2018-00160,Building Permit,Issued,3/21/2019,Commercial | Alteration | 4,"2942 DOMINGO Ave,
BERKELEY, CA 94705",320359,"064
423500501",TRITON TOWER,"3200 JEFFERSON BLVD, W SACRAMENTO, CA, CA95691-5418",AT&T antenna facility add and co-locate ten (10) flat-panel antennas and components.
B2018-01153,Building Permit,Issued,3/29/2019,Residential | New | 4,"2323 EIGHTH St,
BERKELEY, CA 94710",650000,"056
193702300",T N CONSTRUCTION COMPANY,"115 S PASTORIA AVE, SUNNYVALE, CA, CA94086",4/4/19 - Issued temporary power pole only. Construction of new Single Family Residence with attached garage (Unit 1). See B2018-01154 for Unit 2.
B2018-01154,Building Permit,Issued,3/29/2019,Residential | New | 4,"2325 EIGHTH St,
BERKELEY, CA 94710",650000,"056
193702300",T N CONSTRUCTION COMPANY,"115 S PASTORIA AVE, SUNNYVALE, CA, CA94086",Construction of new two story single family residence with attached garage (Unit 2). See B2018-01153 for Unit 1.
B2018-01169,Building Permit,Issued,3/11/2019,Commercial | Alteration | 4,"1510 WALNUT St,
BERKELEY, CA 94709",15000,"059
226000201",PINEDA CONSTRUCTION,"1301 KELSEY ST, RICHMOND, CA, CA94801-1934","Alteration of (e) conditions to allow for accessibility. Valuation increased to 15,000 per applicant / plan notes."
B2018-01501,Building Permit,Issued,3/25/2019,Residential | Alteration | 1,"555 VISTAMONT Ave,
BERKELEY, CA 94708",25000,"063
310007500",DUGGAN PATRICK,"3504 CANDLEWOOD CT, FAIRFIELD, CA, CA94534-7920",Privacy wall-front Right side 6' high left side 3' high
B2018-02487,Building Permit,Issued,3/25/2019,"Residential | Addition/Alteration
| 4","1409 CHANNING Way,
BERKELEY, CA 94702",385000,"056
191602100",DM GATES BUILDERS,"2032 RESEDA WAY, ANTIOCH, CA, CA94509","Electrical upgrade, new lighting, bathroom & kitchen remodeling 735sf addition & attached garage 234sf"
B2018-02493 ,Building Permit ,Issued ,3/25/2019,Commercial | Alteration | 6 ,"2640 M L KING JR Way, BERKELEY, CA 94704 ",4000000,"054
181100300 ",B BROS CONSTRUCTION INC. ,"2988 TEAGARDEN ST, SAN LEANDRO, CA, CA94577-5719 ","Commercial T.I. for Berkeley Mental Health Services. Includes seismic upgrades, interior improvements to offices, exam, psychiatric rooms, staff lounges, group treatment rooms, restrooms, storage & finishes, electrical , mechanical, and accessible upgrades. This is a City of Berkeley
project. The City of Berkeley is to conduct the inspections. Permit fees in the amount of $88,034 not collected per A.R. #6.7. Approved inspection request on file."
B2018-02604,Building Permit,Issued,3/6/2019,Residential | Addition | 4,"1506 BONITA Ave,
BERKELEY, CA 94709",250000,"059
226800601",,,Residential addition to raise (E) structures to create 2 new lower level 800 SF each units. Change of Occupancy from R3 (2-unit) to R2 (4-units).
B2018-02801,Building Permit,Issued,3/5/2019,Residential | New | 1,"1125 EUCLID Ave,
BERKELEY, CA 94708",85000,"063
298801500",,,Add lap pool in the rear yard. Must Comply with Fire Zone 2 Requirements.
B2018-02965,Building Permit,Issued,3/11/2019,Residential | Alteration | 4,"1901 PARKER St A, BERKELEY, CA 94704",2500,"055
181603200",R J CONSTRUCTION AND MAINTENANCE,"3RD ST, LIVERMORE, CA, CA94550",Deck/Landing/Stair repair (in-kind) per plan due to water damage.
B2018-03277,Building Permit,Issued,3/28/2019,"Residential | Addition/Alteration
| 4","1000 KEELER Ave,
BERKELEY, CA 94708",200000,"063
297700800",WINFIELD CONSTRUCTION CO,"1096 YERBA BUENA AVE, EMERYVILLE, CA, CA94608","Convert attached garage into master bedroom and bath on lower level, add interior stairs to connect to upper level, remove walls on upper level to create open floor plan, remodel kitchen and bathroom.
Window and door changes throughout most of house and studio. Enlarge deck and create new driveway. Fire zone 2"
B2018-03297,Building Permit,Issued,3/4/2019,Residential | Alteration | 4,"1508 LE ROY Ave, BERKELEY, CA 94708",200000,"058
224700600",,,"Remodel kitchen and add powder room on 1st floor, remodel 2 baths and closets on 2nd floor, replace all windows, deck and enlarge front entry porch.
Fire zone 2"
B2018-03356,Building Permit,Issued,3/28/2019,"Residential | Addition/Alteration
| 4","641 NEILSON St,
BERKELEY, CA 94707",200000,"062
286802600",,,"Add 387 Sq Ft. 2nd floor master bedroom, Bathroom and remodel house."
B2018-03422,Building Permit,Issued,3/7/2019,Residential | New | 6,"2503 HASTE St, BERKELEY, CA 94704",13239483,"055
187500400",WEST BUILDERS,"120 RAILROAD AVE, PT RICHMOND, CA, CA94801-3924",Phase III of III for a New 6-Story mixed use building. See Permit B2018-02708 for foundation work and B2018-02244 for excavation and shoring
B2018-03587,Building Permit,Issued,3/4/2019,Residential | New | 4,"1325 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",600000,"060
249402001",LANDMARK IMPROVEMENT & CONSTRU,"563 VISTAMONT AVE, BERKELEY, CA, CA94708-1244","Construct two-story 2,563 sq. ft. single family residence. Must Comply with Fire Zone Two Restrictions."
B2018-03627,Building Permit,Issued,3/22/2019,"Residential | Addition/Alteration
| 6","16 HILLCREST Ct,
BERKELEY, CA 94705",1037376,"064
424700700",TRACY ANTHONY GENERAL CONTRACTOR,"PO BOX 745, LAFAYETTE, CA, CA94549-0745","Residential Remodel to include work at existing interiors, relocation of bathrooms and laundry, and addition of square footage to first floor add 104 sq ft Exterior work to include refinished covered porch and entry way and deck accessible from basement as well as new landscaping. Convert basement to condition space of 1267 sq ft. Also work in the public right-of-way is required. House will become a 4-story building. Must Comply with Fire Zone 2 Requirements."
B2018-04005,Building Permit,Issued,3/29/2019,Residential | New | 4,"2741 WEBSTER St,
BERKELEY, CA 94705",135000,"052
156705200",,,New ADU 380 sq ft
B2018-04191,Building Permit,Issued,3/19/2019,"Residential | Addition/Alteration
| 4","1250 GRIZZLY PEAK Blvd, BERKELEY, CA 94708",230000,"063
299302400",,,"Convert 611sf of garage to family/master suite. 485sf bath/kitchen remodel, new 306sf deck"
B2018-04243,Building Permit,Issued,3/28/2019,Residential | Alteration | 4,"1417 GRANT St,
BERKELEY, CA 94703",100000,"059
227303100",ACCOLADE CONSTRUCTION INC,"634 EL DORADO AVE, PIEDMONT, CA, CA94611","Reconfigure walls on 1st floor to enlarge kitchen, add 1/2 bath, relocate stairs and bedroom to upper floor and new deck. Relocate bathroom on 2nd floor."
B2018-04302,Building Permit,Issued,3/18/2019,Residential | New | 4,"1709 SONOMA Ave,
BERKELEY, CA 94707",140000,"061
261802103",,,Construct a one bedroom ADU of 760sqft
B2018-04354 ,Building Permit ,Issued ,3/6/2019,Residential | New | 4 ,"2320 JEFFERSON Ave, BERKELEY, CA 94703",110000,055 191201300,T JAMES CONSTRUCTION,"3527 MT DIABLO BLVD, LAFAYETTE, CA, CA94549",Build new 698 Sq Ft ADU in rear yard of existing single family dwelling
B2018-04401,Building Permit,Finaled,3/12/2019,Residential | Alteration | 3,"1310 FOURTH St,
BERKELEY, CA 94710",300,"057
211300400",,,Install new 90 min. door at existing wall leading to corridor.
B2018-04401,Building Permit,Finaled,3/12/2019,Residential | Alteration | 3,"1310 FOURTH St,
BERKELEY, CA 94710",300,"059
234601200",,,Install new 90 min. door at existing wall leading to corridor.
B2018-04427,Building Permit,Issued,3/15/2019,Residential | Alteration | 4,"1419 TENTH St, BERKELEY, CA 94710",80000,"059
233202300",SLATER CONSTRUCTION,"367 CHRISTINA CT, PLEASANTON, CA, CA94566-7121",New 350SF ADU in rear yard.
B2018-04512,Building Permit,Issued,3/27/2019,Residential | Alteration | 4,"646 COLUSA Ave,
BERKELEY, CA 94707",150000,"062
287802700",,,"Reconfiguration of attic level into 2 bedrooms and 2 bathrooms, including raising the roofline (zoning permit granted). General seismic upgrade of the property."
B2018-04702,Building Permit,Issued,3/7/2019,Commercial | Sign | 1,"2996 TELEGRAPH Ave,
BERKELEY, CA 94705",25050,"052
157800602",SIGN DESIGNS INC,"PO BOX 4590, MODESTO, CA, CA95352-4590",install wall signs & monument price signs.
B2018-04704,Building Permit,Issued,3/4/2019,Commercial | Alteration | 4,"1926 SHATTUCK Ave,
BERKELEY, CA 94704",91300,"057
205100500",BEST FOREVER CONSTRUCTION COMPANY,"4316 KEEGAN ST, DUBLIN, CA, CA94568-4578","Commercial Tenant Improvement, demo (e) millwork, walls finches, ceiling soffit. (n) dining, kitchen, finishes, equipment, non load-bearing partitions."
B2018-04717,Building Permit,Issued,3/14/2019,Residential | Alteration | 0,"773 NEILSON St,
BERKELEY, CA 94707",40000,"062
286902500",DUVAL CONSTRUCTION INC,"8642 TERRACE DR, EL CERRITO, CA, CA94530",Partial Foundation replacement & voluntary strengthening in compliance with CBC Chapter A3 for the Earthquake Brace & Bolt Program. Qualifies For Transfer Tax Rebate.
B2018-04730,Building Permit,Issued,3/4/2019,"Residential | Addition/Alteration
| 4","1922 EL DORADO Ave, BERKELEY, CA 94707",115650,"061
257003100",ZANDERBUILT CORP,"1124 ARCH ST, BERKELEY, CA, CA94708-1615",Residential remodel and 40 SF addition of half bath to detached office.
B2018-04738,Building Permit,Issued,3/11/2019,Residential | New | 4,"1004 JONES St, BERKELEY, CA 94710",70000,"059
231100200",ALLWORLD CONSTRUCTION INC.,"530 CHESTERFIELD DR, PATTERSON, CA, CA95363-9223",Construction of (N) 384 sq ft Accessory Dwelling Unit.
B2018-04819,Building Permit,Issued,3/28/2019,Residential | New | 4,"1276 SIXTY-FIFTH St,
BERKELEY, CA 94702",50000,"052
144800300",CHAPPIE'S BUILDING CONST INC,"6840 SIMSON ST, OAKLAND, CA, CA94605",Construction of new 416 Sq Ft ADU.
B2018-04862,Building Permit,Issued,3/20/2019,Residential | New | 4,"1735 HOPKINS St,
BERKELEY, CA 94707",200000,"060
243701800",PALMERA CONSTRUCTION CO,"19 CHATEAU CT, S SAN FRAN, CA, CA94080-5527",Build new 645 SqFt Accessory Dwelling Unit. (See permit #B2018-04861 for demolition.)
B2018-04892,Building Permit,Finaled,3/6/2019,Residential | Alteration | 0,"1127 HILLVIEW Rd,
BERKELEY, CA 94708",0,"063
315000801",EVCHARGE4U INC,"1805 MARTIN LUTHER KING JR WAY, BERKELEY, CA, CA94709",Install EV Charging Station on exterior with dedicated circuit.
B2018-05066,Building Permit,Issued,3/27/2019,Residential | Alteration | 4,"1830 MONTEREY Ave,
BERKELEY, CA 94707",165000,"061
260500200",SINGELSTAD CONSTRUCTION INC,"78 LA CRESTA RD, ORINDA, CA, CA94563-4151","Residential remodel, expand rear bedroom with new closet and bath, remodel (E) kitchen, new laundry closet, new family space, new rear porch and terrace. New self contained hot tub."
B2018-05108,Building Permit,Issued,3/19/2019,Residential | Alteration | 1,"1838 SAN JUAN Ave, BERKELEY, CA 94707",7500,"062
289701700",EMCO ELECTRIC,"1511 M SYCAMORE AVE #220, HERCULES, CA, CA94547",Build free standing wall for new 400 AMP Panel upgrade and Tesla Wall charger.
B2018-05002,Building Permit,Issued,3/4/2019,Commercial | Alteration | 4,"2956 COLLEGE Ave,
BERKELEY, CA 94705",225000,"052
156801101","HORIZON RETAIL CONSTRUCTION, I","9999 E EXPOLORATION CT, STURTEVANT, WI, WI53177",Commercial T.I.
B2018-05002,Building Permit,Issued,3/4/2019,Commercial | Alteration | 4,"2956 COLLEGE Ave,
BERKELEY, CA 94705",225000,"052
156801101",WALKER PLUMBING,"179 GARNET DR, LIVERMORE, CA, CA94550-5134",Commercial T.I.
B2018-05002,Building Permit,Issued,3/4/2019,Commercial | Alteration | 4,"2956 COLLEGE Ave,
BERKELEY, CA 94705",225000,"052
156801101",DEPENDABLE ELECTRIC SOLUTIONS,"550 MULBERRY CIR, MANTECA, CA, CA95337-5326",Commercial T.I.
B2018-04964,Building Permit,Issued,3/27/2019,"Residential | Addition/Alteration
| 4","2439 TENTH St, BERKELEY, CA 94710",47609.79,"056
193201400",,,"Add 228 habitable sq st in Attic 3rd floor, bedroom, bathroom and closet - to rear unit 2439 10th street."
