Permit.Number,Status,Date.Issued,Building.Type,Work.Type,StreetNumber,StreetName,StreetType,Valuation,Work.Description,Property.Address
B2021-00608,Issued,03/05/2021,Residential,Alteration,744,CONTRA COSTA,Ave,8300.0,Remove existing roofing & RE-ROOF. INSTALL Tesla Solar Roof 5.67159 kW PV solar tiles (97 Tiles / 17 Squares).  Fire Zone 2 Property.,"744 CONTRA COSTA Ave, Berkeley, CA"
B2021-00608-REV01,Issued,09/13/2021,Residential,Alteration,744,CONTRA COSTA,Ave,0.0,"Revision to increase system size to 6.95793 KW (22 roof tile modules), No increase in valuation.","744 CONTRA COSTA Ave, Berkeley, CA"
B2021-00608-REV02,Issued,09/28/2021,Residential,Alteration,744,CONTRA COSTA,Ave,0.0,Revision to add an Energy Storage System & correct the electrical line drawing to match the install. No increase in valuation. Fire Zone 2 Property.,"744 CONTRA COSTA Ave, Berkeley, CA"
B2021-00608-REV03,Issued,12/15/2021,Residential,Alteration,744,CONTRA COSTA,Ave,8300.0,Revision to correct the electrical line drawing. Replace new 225amp Main Service Panel.  No increase in valuation.,"744 CONTRA COSTA Ave, Berkeley, CA"
B2021-00609,Issued,04/12/2021,Residential,Alteration,160,ALVARADO,Rd,8600.0,Remove existing roofing & RE-ROOF. INSTALL Tesla Solar Roof 5.672 kW PV solar roofing tiles (97 Tiles / 20 Squares) & 2 ESS / Load Center / Internal Load Center.  Fire Zone 2 Property.,"160 ALVARADO Rd, Berkeley, CA"
B2021-00609-REV01,Issued,11/15/2021,Residential,Alteration,160,ALVARADO,Rd,2108.0,"Revision to add two (2) tiles & upsize the system to 7.09533 KW and relocate ESS into garage. Correct the electrical line drawing to match the install. Increase valuation from $8,600 to $10,708.","160 ALVARADO Rd, Berkeley, CA"
B2021-00611,Issued,03/01/2021,Residential,Alteration,791,PERALTA,Ave,23852.0,"Replacing 10 windows, insert into wood frames with Fibrex maaterial.","791 PERALTA Ave, Berkeley, CA"
B2021-00612,Issued,02/24/2021,Residential,Alteration,1171,GLEN,Ave,0.0,Upgrade main electrical service panel to 200 Amps.,"1171 GLEN Ave, Berkeley, CA"
B2021-00613,Issued,02/24/2021,Residential,Alteration,1201,HOPKINS,St,37277.0,"Main and hall bath remodel like for like, 200A main panel upgrade. Also adding an EV Charging Station.","1201 HOPKINS St, Berkeley, CA"
B2021-00613-REV01,Issued,04/20/2021,Residential,Alteration,1201,HOPKINS,St,30700.0,"Per Inspector request add new laundry new tanklessW/H & complete re-wiring of house.  Valuation changed from $30,700 to $37,277.","1201 HOPKINS St, Berkeley, CA"
B2021-00614,Issued,02/23/2021,Residential,Alteration,1627,ASHBY,Ave,0.0,"House rewire .
installation of:
16 dedicated lines .
28 outlets.
14 switches.
sub panel 100amp.","1627 ASHBY Ave, Berkeley, CA"
B2021-00616,Issued,03/16/2021,Residential,Alteration,2109,MCGEE,Ave,4000.0,Replacement of all windows in building and wall heater in unit C per housing case #H2017-00027.,"2109 MCGEE Ave, Berkeley, CA"
B2021-00617,Issued,03/17/2021,Residential,Alteration,949,THE ALAMEDA,,0.0,Furnace replacement,
B2021-00618,Issued,03/19/2021,Residential,Alteration,2703,FOREST,Ave,0.0,Replace direct vent heater.,"2703 FOREST Ave, Berkeley, CA"
B2021-00628,Issued,05/17/2021,Residential,New,1530,LINCOLN,St,105300.0,"New 587 SF one bedroom, fully sprinklered, Category 2 ADU at rear of lot behind existing 1196 SF primary residence.","1530 LINCOLN St, Berkeley, CA"
B2021-00629,Issued,03/01/2021,Residential,Alteration,1141,SHATTUCK,Ave,0.0,Install 8.625 KW PV solar panels (23 modules) on the roof with a new 13.5 KWh Energy Storage System. Fire Zone 2 Property.,"1141 SHATTUCK Ave, Berkeley, CA"
B2021-00630,Issued,03/03/2021,Residential,Alteration,2172,JEFFERSON,Ave,6982.0,Replace (6) windows like for like with Anlin Del Mar windows. U-Factor 0.26 and (1) door.,"2172 JEFFERSON Ave, Berkeley, CA"
B2021-00631,Issued,03/08/2021,Residential,Alteration,1307,ACTON,St,0.0,Install 4.320 KW PV solar panels (12 modules) on the roof.,"1307 ACTON St, Berkeley, CA"
B2021-00632,Issued,03/03/2021,Residential,Alteration,2106,JEFFERSON,Ave,3982.0,Replace (4) windows like for like with Anlin Del Mar windows. U-Factor 0.26,"2106 JEFFERSON Ave, Berkeley, CA"
B2021-00633,Issued,03/01/2021,Residential,Alteration,1612,ADDISON,St,5982.0,Replace (3) windows like for like with Anlin Del Mar windows. U-Factor 0.26 and (1) door.,"1612 ADDISON St, Berkeley, CA"
B2021-00634,Issued,03/03/2021,Residential,Alteration,2127,CALIFORNIA,St,7982.0,Replace (6) windows like for like with Anlin Del Mar windows U-Factor 0.26 and (1) door.,"2127 CALIFORNIA St, Berkeley, CA"
B2021-00636,Issued,03/23/2021,Residential,Alteration,10,NORTHAMPTON,Ave,50000.0,"Repair cracked foundation, and add seismic retrofitting.","10 NORTHAMPTON Ave, Berkeley, CA"
B2021-00639,Issued,01/04/2022,Residential,Alteration,3003,DWIGHT,Way,0.0,"Installation of new switch gear, distribution equipment, and PG&E conduits for new 800 amp service. Installation of new light fixtures and lighting controls for entire house.  Property in Fire Zone 2.","3003 DWIGHT Way, Berkeley, CA"
B2021-00641,Issued,02/24/2021,Residential,Alteration,1662,RUSSELL,St,0.0,"Install interior tankless water heater and EQ valve. New gas & potable water piping, insulation/repatch hole created for piping.","1662 RUSSELL St, Berkeley, CA"
B2021-00642,Issued,02/24/2021,Residential,Alteration,95,ROCK,Ln,0.0,Water service replacement.,"95 ROCK Ln, Berkeley, CA"
B2021-00643,Issued,02/23/2021,Residential,Alteration,1441,BONITA,Ave,5197.0,"Replace three (3) retrofit vinyl windows, like for like same location","1441 BONITA Ave, Berkeley, CA"
B2021-00644,Issued,02/18/2021,Residential,Alteration,2919,OTIS,St,10000.0,Reroof-Install new tru definition duration shingles. Remove existing shingles approx 15sq,"2919 OTIS St, Berkeley, CA"
B2021-00645,Issued,02/24/2021,Residential,Alteration,2015,DELAWARE,St,0.0,"Install a 30 AMP, 240V dryer circuit to existing dryer location in rear unit.","2015 DELAWARE St, Berkeley, CA"
B2021-00646,Issued,05/06/2021,Residential,Alteration,3123,ETON,Ave,35000.0,"Residential remodel: remodel entry, study and laundry area. Minor modifications to bedroom entry and closets. Replace (4) windows.","3123 ETON Ave, Berkeley, CA"
B2021-00647,Issued,02/17/2021,Residential,Alteration,2519,PARKER,St,0.0,2 heating furnace replacements Apt. 301 and 303.,"2519 PARKER St, Berkeley, CA"
B2021-00651,Issued,02/27/2021,Residential,Alteration,1683,OXFORD,St,0.0,Moving existing electrical meters and upgrading the main electrical panel plus adding a new meter for Common area.,"1683 OXFORD St, Berkeley, CA"
B2021-00654,Issued,03/03/2021,Residential,Alteration,1609,VISALIA,Ave,6000.0,"Bathroom interior remodel only. Install new tile and vanity. Upgrade electrical, mechanical and plumbing up to code.
No exterior wall, door or window change. No ceiling or roof change.  Fire zone 2","1609 VISALIA Ave, Berkeley, CA"
B2021-00665,Issued,03/10/2021,Residential,Alteration,2804,PIEDMONT,Ave,25875.0,Remove & replace shingle siding. Install new #1 Cedar Shingles to match the existing.,"2804 PIEDMONT Ave, Berkeley, CA"
B2021-00673,Issued,03/01/2021,Residential,Alteration,2507,ROSE,Walk,0.0,Installing new furnace 92% in basement. Install new aluminum flex ducts.,"2507 ROSE Walk, Berkeley, CA"
B2021-00675,Issued,03/01/2021,Residential,Alteration,2505,ROSE,Walk,0.0,Installing new furnace 92% in basement. Install new aluminum flex ducts.,"2505 ROSE Walk, Berkeley, CA"
B2021-00676,Issued,03/01/2021,Residential,Alteration,2511,ROSE,Walk,0.0,Installing new furnace 92% in basement. Install new aluminum flex ducts.,"2511 ROSE Walk, Berkeley, CA"
B2021-00677,Issued,05/28/2021,Residential,Addition/Alteration,2731,HILLEGASS,Ave,150000.0,"Change covered porch to conditioned space. Reconfigure second floor to add interior stairs to basement. Excavate basement to create a new bedroom, bathroom, family room & mechanical room. New skylight, rear deck, stairs & walkway. New exterior stairs to basement.","2731 HILLEGASS Ave, Berkeley, CA"
B2021-00678,Issued,06/08/2021,Residential,Alteration,2836,ASHBY,Ave,9300.0,Remove existing roof to install Tesla Solar roof (7.36722 kW PV solar tiles / 126 Tiles / 15 Squares) with two (2) Energy Storage Systems 27 KWh & 225 AMP load center.,"2836 ASHBY Ave, Berkeley, CA"
B2021-00678-REV01,Issued,07/27/2021,Residential,Alteration,2836,ASHBY,Ave,0.0,"Revision to increase system size to 8.0688 KW, add twelve (12) additional modules & correct the electrical line diagram to match the field. No increase in valuation.","2836 ASHBY Ave, Berkeley, CA"
B2021-00678-REV02,Issued,11/18/2021,Residential,Alteration,2836,ASHBY,Ave,0.0,Revision to correct the electrical line drawing to match the install. New 225 AMP distribution panel. No increase in valuation.,"2836 ASHBY Ave, Berkeley, CA"
B2021-00678-REV03,Issued,12/17/2021,Residential,Alteration,2836,ASHBY,Ave,9300.0,Revision to correct the electrical line drawing to match the install. No increase in valuation.,"2836 ASHBY Ave, Berkeley, CA"
B2021-00678-REV04,Issued,12/29/2021,Residential,Alteration,2836,ASHBY,Ave,9300.0,Revision to change the electrical line drawing to match the install. No increase in valuation.,"2836 ASHBY Ave, Berkeley, CA"
B2021-00679,Issued,05/04/2021,Residential,Alteration,25,SENIOR,Ave,8900.0,Remove existing roof to install 4.96995 KW PV Tesla Solar Roof (85 Tiles / 24 Squares) with one (1) Energy Storage System 13.5 KW & 125 AMP load center. Fire Zone 2 Property.,"25 SENIOR Ave, Berkeley, CA"
B2021-00679-REV01,Issued,07/15/2021,Residential,Alteration,25,SENIOR,Ave,8900.0,Revision to upgrade the system to 1.05684 KW PV solar roof (172 tiles) on the roof. No increase in valuation. Fire Zone 2 Property.,"25 SENIOR Ave, Berkeley, CA"
B2021-00680,Issued,10/07/2021,Residential,Alteration,2570,SACRAMENTO,St,0.0,Replace exterior tankless water heater.,"2570 SACRAMENTO St, Berkeley, CA"
B2021-00681,Issued,05/04/2021,Residential,Alteration,1742,ADDISON,St,9730.0,Remove existing roof to install Tesla Solar Roof (3.97596 KW PV solar tiles / 68 Tiles / 10 Squares).,"1742 ADDISON St, Berkeley, CA"
B2021-00681-REV01,Issued,07/27/2021,Residential,Alteration,1742,ADDISON,St,0.0,"Revision to not remove existing roof & sister existing rafters. Install 3.97596 KW (68 Tiles / 10 Squares) Tesla roof over existing roof. Install one (1) 13.5 KW Energy Storage System, two (2) load centers, new 225 AMP main service panel & 200 AMP circuit. No increase in valuation.","1742 ADDISON St, Berkeley, CA"
B2021-00681-REV02,Issued,10/01/2021,Residential,Alteration,1742,ADDISON,St,4430.0,"Revision to correct electrical line drawing to match the install. Upsized system to 5.96394 KW & added 34 solar tiles. Upgrade 3 rafters. Increase valuation from $5,300 to $9,730.","1742 ADDISON St, Berkeley, CA"
B2021-00688,Issued,05/14/2021,Residential,New,961,THE ALAMEDA,,40000.0,New residential  accessory structure.,
B2021-00688-REV01,Issued,07/14/2021,Residential,New,961,THE ALAMEDA,,40000.0,"Change the size of ADU from 18'x14' to 18'x16"". No change in valuation.",
B2021-00690,Issued,02/26/2021,Residential,Alteration,3380,ADELINE,St,0.0,Replace hot water heater in Unit # 5.,"3380 ADELINE St, Berkeley, CA"
B2021-00691,Issued,06/14/2021,Residential,Alteration,260,SOUTHAMPTON,Ave,82000.0,"Remodel existing finished basement. Add bathroom and wet bar, (3) new windows to rear (south side), and replace (3) windows on front (north side), pour new concrete and tile floor.","260 SOUTHAMPTON Ave, Berkeley, CA"
B2021-00697,Issued,06/14/2021,Residential,New,2519,COLLEGE,Ave,325587.0,New Duplex: Building 2 new ADUs on an existing multi-family property.,"2519 COLLEGE Ave, Berkeley, CA"
B2021-00697-REV01,Issued,09/22/2022,Residential,New,2519,COLLEGE,Ave,325587.0,Removal of trellis at ADU and updated T-24.,"2519 COLLEGE Ave, Berkeley, CA"
B2021-00700,Issued,07/01/2021,Residential,Alteration,2201,CHANNING,Way,5000.0,"Per Housing Violation H2020-00281, Dated January 12, 2021. For Units 103 & 104, Item #5, replace subpanel. Item #8 New vent for 1/2 bath, FAU rework (no ducting). Replace kitchen counter top and cabinets.","2201 CHANNING Way, Berkeley, CA"
B2021-00701,Issued,03/25/2021,Residential,Alteration,1055,PARK HILLS,Rd,1500.0,Building permit application for rafter upgrade for B2020-03516.  Property in Fire Zone 2.  Valuation for rafter upgrade $1500.,"1055 PARK HILLS Rd, Berkeley, CA"
B2021-00703,Issued,02/27/2021,Residential,Alteration,2940,PIEDMONT,Ave,0.0,"Provide and install 40 gallon Bradford White
Power Vent water heater","2940 PIEDMONT Ave, Berkeley, CA"
B2021-00705,Issued,03/26/2021,Residential,Alteration,1637,BELVEDERE,Ave,0.0,100A main panel upgrade.,"1637 BELVEDERE Ave, Berkeley, CA"
B2021-00707,Issued,03/17/2021,Residential,Alteration,2835,ASHBY,Ave,7000.0,Engineered seismic retrofit for Brace & Bolt program and transfer tax rebate.,"2835 ASHBY Ave, Berkeley, CA"
B2021-00708,Issued,11/02/2022,Residential,Alteration,947,DELAWARE,St,316408.0,"Fire damage repair, rebuild per plans.","947 DELAWARE St, Berkeley, CA"
B2021-00709,Issued,02/24/2021,Residential,Alteration,2224,BLAKE,St,0.0,Replace 20'-25' of underground gas line.,"2224 BLAKE St, Berkeley, CA"
B2021-00714,Issued,03/02/2021,Residential,Alteration,1032,DELAWARE,St,9718.0,"Remove & replace twelve (12 windows  one (1) patio door, same sizes & locations.","1032 DELAWARE St, Berkeley, CA"
B2021-00716,Issued,03/02/2021,Residential,Alteration,1641,VISALIA,Ave,0.0,Run new low pressure gas line to new PG&E meter location for safety reasons.,"1641 VISALIA Ave, Berkeley, CA"
B2021-00717,Issued,03/03/2021,Residential,Alteration,2060,MCGEE,Ave,0.0,"200A main panel upgrade, upgrade (2) existing electrical panels.","2060 MCGEE Ave, Berkeley, CA"
B2021-00718,Issued,06/16/2021,Residential,Alteration,66,EL CAMINO REAL,,5200.0,"Repair (E) second story rear deck: replace I beam at south end of deck, tie back to wall framing. Install additional tieback on north end of deck. Patch and paint stucco.",
B2021-00720,Issued,04/01/2021,Residential,Alteration,1722,SAN LORENZO,Ave,230000.0,"Foundation Replacement. Supplemental design changes addressed under B2021-01682, both permits must be finaled concurrently.","1722 SAN LORENZO Ave, Berkeley, CA"
B2021-00727,Issued,04/13/2021,Residential,Alteration,1600,POSEN,Ave,5000.0,"New 1/2 bath, relocate existing laundry area plumbing and electrical - no changes to the exterior.","1600 POSEN Ave, Berkeley, CA"
B2021-00732,Issued,06/01/2021,Residential,Alteration,170,TAMALPAIS,Rd,60250.0,"Remove & replace twenty (20) windows & eight (8) sliding glass doors, same sizes & locations. Fire Zone 2 Property.","170 TAMALPAIS Rd, Berkeley, CA"
B2021-00732-REV01,Issued,06/30/2021,Residential,Alteration,170,TAMALPAIS,Rd,8000.0,"Revision to replace exterior siding. Install Hardy cement board & RDW siding between/around window & door openings. Increase valuation from $52,250.00 to $60,250.00.","170 TAMALPAIS Rd, Berkeley, CA"
B2021-00733,Issued,04/25/2022,Residential,New,1921,PARKER,St,206742.0,Construct a 749 SF detached Accessory Dwelling Unit in the rear of the property.,"1921 PARKER St, Berkeley, CA"
B2021-00735,Issued,03/31/2021,Residential,Alteration,809,REGAL,Rd,24500.0,"Remove existing comp shingle roof & install new wood shingle roof system, 10 squares.","809 REGAL Rd, Berkeley, CA"
B2021-00737,Issued,03/25/2021,Residential,Alteration,2131,DERBY,St,0.0,upgrade existing 2 meter 200 amp service to a 3 meter 400 amp service,"2131 DERBY St, Berkeley, CA"
B2021-00742,Issued,05/26/2021,Residential,Alteration,1340,HOPKINS,St,22000.0,"Interior bath remodel. Replace cement board, shower/tub surround, tile & fixtures.","1340 HOPKINS St, Berkeley, CA"
B2021-00745,Issued,03/08/2021,Residential,Alteration,1083,EUCLID,Ave,25000.0,Remove & replace stucco.  Property in Fire Zone 2.,"1083 EUCLID Ave, Berkeley, CA"
B2021-00747,Issued,03/01/2021,Residential,Alteration,1413,ARCH,St,0.0,"Install 40 AMP, 240 V Level 2 EV Charging Station.","1413 ARCH St, Berkeley, CA"
B2021-00748,Issued,04/01/2021,Residential,Alteration,285,FAIRLAWN,Dr,9000.0,"Interior bathroom remodel. Relocate water closet, shower stall & vanity. New lighting switch, outlet & light fixture in bathroom.  Fire zone 2","285 FAIRLAWN Dr, Berkeley, CA"
B2021-00749,Issued,04/16/2021,Residential,Alteration,65,QUAIL,Ave,25000.0,Complete 2-bathroom remodel and sub-panel,"65 QUAIL Ave, Berkeley, CA"
B2021-00750,Issued,03/11/2021,Residential,Alteration,14,EUCALYPTUS,Rd,40000.0,Bathroom remodel within existing bathroom square footage. Exterior window shift a few feet on exterior wall.  Fire zone 2,"14 EUCALYPTUS Rd, Berkeley, CA"
B2021-00751,Issued,05/27/2022,Residential,Addition/Alteration,1321,HOPKINS,St,97821.64,Convert existing carport and garage into a new attached ADU.,"1321 HOPKINS St, Berkeley, CA"
B2021-00759,Issued,06/11/2021,Residential,Alteration,2399,PROSPECT,St,50000.0,"Unit 21 - Relocate kitchen and create bedroom. Remodel bathroom, relocate window. Unit 31- Relocate walls to enlarge bathroom. Remodel kitchen. Fire zone 2.","2399 PROSPECT St, Berkeley, CA"
B2021-00767,Issued,03/17/2021,Residential,Alteration,2325,CORONA,Ct,23642.19,"Bath remodel on 1st floor, adding tub/shower with vent and adding interior wall with sliding pocket door; new toilet and new sink to code.","2325 CORONA Ct, Berkeley, CA"
B2021-00769,Issued,04/28/2021,Residential,Alteration,2440,NINTH,St,2500.0,"Remove front & back stairway, replace with a new stand-alone staircase.","2440 NINTH St, Berkeley, CA"
